Power_Plant _Name,Company,Street Name,Postcode,City,Country,Capacity,Energy_source,Technology,CHP,Commissioned Year,Type,Latitude,Longitude,Energy_source_level_1,Energy_source_level_2,source
Osteren,Troms Kraft Produksjon As,Street data not available,21,Senja,Norway,2.5,Hydro,Reservoir,No,1936,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Osvatn,Småkraft As,Street data not available,30,Osterøy,Norway,2.3,Hydro,Reservoir,No,1951,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Oterbekken,Solbu Terje,Street data not available,33,Rana,Norway,0.3,Hydro,Reservoir,No,2005,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Oterholtfoss,Midt-Telemark Energi As,Street data not available,17,Midt-Telemark,Norway,0.85,Hydro,Reservoir,No,1932,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Otertjønnbekken,Karlsen Eivind,Street data not available,53,Inderøy,Norway,0.035,Hydro,Reservoir,No,2008,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Otro,Company name is not available,Street data not available,17,Kvinnherad,Norway,0.018,Hydro,Reservoir,No,1998,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Ottar Holta,Company name is not available,Street data not available,30,Strand,Norway,0.015,Hydro,Reservoir,No,1997,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Palmafoss,Voss Energi Produksjon As,Street data not available,21,Voss,Norway,0.31,Hydro,Reservoir,No,1919,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Pikerfoss,Glitre Energi Produksjon As,Street data not available,6,Kongsberg,Norway,15.8,Hydro,Reservoir,No,1982,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Porkegjel,Porkegjel Kraft As,Street data not available,22,Kvam,Norway,0.7,Hydro,Reservoir,No,2008,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Pålsbu,Statkraft Energi As,Street data not available,52,Nore og Uvdal,Norway,6.2,Hydro,Reservoir,No,2007,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Rabb-Bekken,Watts Up ? As,Street data not available,35,Stjørdal,Norway,0.225,Hydro,Reservoir,No,2016,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Rafdal (Heimeelva),Rafdal Energi As,Street data not available,11,Etne,Norway,2,Hydro,Reservoir,No,2008,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Rafdal (Ø-Rafdal),Rafdal Energi As,Street data not available,11,Etne,Norway,0.7,Hydro,Reservoir,No,2008,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Ramberg,Company name is not available,Street data not available,50,Flesberg,Norway,0.0815,Hydro,Reservoir,No,2010,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Ramfoss,Ramfoss Kraftlag,Street data not available,47,Modum,Norway,30,Hydro,Reservoir,No,1961,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Ramstaddal,Sykkylven Energi As,Street data not available,28,Sykkylven,Norway,1.2,Hydro,Reservoir,No,1983,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Rana,Statkraft Energi As,Street data not available,33,Rana,Norway,500,Hydro,Reservoir,No,1968,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Rasdalen,Småkraft As,Street data not available,21,Voss,Norway,5.2,Hydro,Reservoir,No,2009,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Raua,E-Co Energi As,Street data not available,41,Gausdal,Norway,1.1,Hydro,Reservoir,No,1941,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Raubergfossen,Midt Energi As,Street data not available,26,Holtålen,Norway,2.7,Hydro,Reservoir,No,1996,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Raudberget,Glommens Og Laagens Brukseierforening,Street data not available,33,Skjåk,Norway,3.8,Hydro,Pumped storage,No,2007,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Ravnastua,Company name is not available,Street data not available,37,Kárá%u0161johka-Karasjok,Norway,0.005,Hydro,Reservoir,No,1990,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Ravnåga,Mip Miljøkraft As,Street data not available,33,Rana,Norway,1.25,Hydro,Reservoir,No,2011,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Refsdal,Statkraft Energi As,Street data not available,39,Vik,Norway,90,Hydro,Reservoir,No,1968,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Reiersdalen,Norem Olav,Street data not available,15,Drangedal,Norway,0.0037,Hydro,Reservoir,No,1996,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Reinfossen,Statkraft Energi As,Street data not available,33,Rana,Norway,3.4,Hydro,Reservoir,No,1925,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Reingardsåga,Småkraft As,Street data not available,33,Rana,Norway,2.4,Hydro,Reservoir,No,2009,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Reinli,Reinli Kraft As,Street data not available,49,Sør-Aurdal,Norway,3.1,Hydro,Reservoir,No,2008,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Reinset,Neas As,Street data not available,63,Sunndal,Norway,4.9,Hydro,Reservoir,No,1948,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Reinskar,Sks Produksjon As,Street data not available,38,Gildeskål,Norway,9.6,Hydro,Reservoir,No,2008,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Reinstaul,Reinstaul Kraft As,Street data not available,20,Seljord,Norway,0.018,Hydro,Reservoir,No,1996,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Reinåga,Småkraft As,Street data not available,32,Hemnes,Norway,3.91,Hydro,Reservoir,No,2014,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Reisæter (Bleieelvi),Reisæter Kraftverk As,Street data not available,18,Ullensvang,Norway,0.45,Hydro,Reservoir,No,2009,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Reisæter (Strutåni),Reisæter Kraftverk As,Street data not available,18,Ullensvang,Norway,1,Hydro,Reservoir,No,2009,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Rekvatn,Nord-Salten Kraft As,Street data not available,75,Hamarøy,Norway,23.3,Hydro,Reservoir,No,1953,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Rekåa,Rekåa Kraftverk As,Street data not available,8,Notodden,Norway,0.558,Hydro,Reservoir,No,2009,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Ren Energi Ramsland,Ren Energi Ramsland As,Street data not available,5,Lindesnes,Norway,0.075,Hydro,Reservoir,No,2015,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Rendalen,E-Co Energi As,Street data not available,24,Rendalen,Norway,100.5,Hydro,Reservoir,No,1971,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Rendalselva,Rendalselva Kraftverk As,Street data not available,37,Meløy,Norway,2.8,Hydro,Reservoir,No,2010,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Rensjø,Selbu Energiverk As,Street data not available,32,Selbu,Norway,1,Hydro,Reservoir,No,2007,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Reppa,Rødøy-Lurøy Kraftverk As,Street data not available,36,Rødøy,Norway,10,Hydro,Reservoir,No,1956,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Repvåg,Repvåg Kraftlag Sa,Street data not available,35,Nordkapp,Norway,4.2,Hydro,Reservoir,No,1953,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Ridøla,Ridøla Kraft As,Street data not available,43,Ål,Norway,1.9,Hydro,Reservoir,No,2010,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Riksheim,Sykkylven Energi As,Street data not available,28,Sykkylven,Norway,5.3,Hydro,Reservoir,No,1918,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Riksheimdal,Sykkylven Energi As,Street data not available,28,Sykkylven,Norway,4.5,Hydro,Reservoir,No,2003,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Rimbareid,Fitjar Kraftlag Sa,Street data not available,15,Fitjar,Norway,1,Hydro,Reservoir,No,2001,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Rime,Rime Kraft As,Street data not available,39,Flå,Norway,1.5,Hydro,Reservoir,No,2014,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Ringdal,Ringdal Kraftverk As,Street data not available,25,Stranda,Norway,5.85,Hydro,Reservoir,No,2011,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Ringedalen,Statkraft Energi As,Street data not available,18,Ullensvang,Norway,23,Hydro,Reservoir,No,2017,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Ringheim,Kristian Ringheim,Street data not available,21,Voss,Norway,0.05,Hydro,Reservoir,No,2015,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Rise,Company name is not available,Street data not available,27,Midtre Gauldal,Norway,0.035,Hydro,Reservoir,No,1979,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Risvollfossen,Company name is not available,Street data not available,35,Sauda,Norway,0.012,Hydro,Reservoir,No,1995,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Rivedal,Rivedal Kraftverk As,Street data not available,45,Askvoll,Norway,3.2,Hydro,Reservoir,No,2005,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Rodal,Rodal Kraft As,Street data not available,55,Heim,Norway,1.7,Hydro,Reservoir,No,2011,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Rogheien,Company name is not available,Street data not available,22,Gjesdal,Norway,0.15,Hydro,Reservoir,No,2006,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Rognsfossen,Voss Energi Produksjon As,Street data not available,21,Voss,Norway,6,Hydro,Reservoir,No,1989,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Rolf Nåden Og Ole Jan Naaden,Company name is not available,Street data not available,3,Stavanger,Norway,0.018,Hydro,Reservoir,No,1999,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Rolleivstadvatn,Skagerak Kraft As,Street data not available,23,Fyresdal,Norway,0.3,Hydro,Pumped storage,No,1969,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Romøyri,Fjærland Kraft As,Street data not available,40,Sogndal,Norway,8.63,Hydro,Reservoir,No,2017,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Rongkleiv,Rongkleiv Kraft As,Street data not available,50,Gloppen,Norway,3,Hydro,Reservoir,No,2006,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Roppa,E-Co Energi As,Street data not available,41,Gausdal,Norway,5,Hydro,Reservoir,No,1976,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Rosendal,Rosendal Elektrisitetsverk As,Street data not available,17,Kvinnherad,Norway,0.5,Hydro,Reservoir,No,1957,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Roskrepp,Sira Kvina Kraftselskap,Street data not available,28,Sirdal,Norway,50,Hydro,Reservoir,No,1979,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Rosten,E-Co Energi As,Street data not available,37,Sel,Norway,80,Hydro,Reservoir,No,2018,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Rotnes Bruk,Rotnes Bruk As,Street data not available,31,Nittedal,Norway,0.18,Hydro,Reservoir,No,1940,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Rottenvik,Troms Kraft Produksjon As,Street data not available,24,Lyngen,Norway,5.49,Hydro,Reservoir,No,1952,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Rovde,Company name is not available,Street data not available,11,Vanylven,Norway,0.05,Hydro,Reservoir,No,2004,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Rud 1,Kaupanger Energi As,Street data not available,40,Sogndal,Norway,0.66,Hydro,Reservoir,No,2008,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Rud Gårdskraftverk,Company name is not available,Street data not available,7,Ringerike,Norway,0.09,Hydro,Reservoir,No,1935,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Rui,Rui Kraftverk As,Street data not available,23,Fyresdal,Norway,0.4,Hydro,Reservoir,No,2000,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Rusdalsåni,Rusdalsåni Kraft As,Street data not available,12,Lund,Norway,5.49,Hydro,Reservoir,No,2019,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Russagjela,Inge Askeland,Street data not available,21,Voss,Norway,0.04,Hydro,Reservoir,No,2003,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Ryddøla,Ryddøla Kraftverk As,Street data not available,31,Dovre,Norway,3.488,Hydro,Reservoir,No,2013,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Rygene,Agder Energi Vannkraft As,Street data not available,2,Grimstad,Norway,55,Hydro,Reservoir,No,1978,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Rygene Miniaggregat,Agder Energi Vannkraft As,Street data not available,2,Grimstad,Norway,0.11,Hydro,Reservoir,No,1992,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Ryssdal,Ryssdal Kraft As,Street data not available,50,Gloppen,Norway,1.25,Hydro,Reservoir,No,1999,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Ryånda,Ryånda Kraftverk As,Street data not available,59,Orkland,Norway,0.85,Hydro,Reservoir,No,2008,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Rødberg,Statkraft Energi As,Street data not available,52,Nore og Uvdal,Norway,2.9,Hydro,Reservoir,No,2009,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Rødne,Sunnhordland Kraftlag As,Street data not available,60,Vindafjord,Norway,9,Hydro,Reservoir,No,2006,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Rødset,Stranda Energi As,Street data not available,25,Stranda,Norway,2.15,Hydro,Reservoir,No,2015,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Rødstøl,Company name is not available,Street data not available,39,Rauma,Norway,0.07,Hydro,Reservoir,No,2001,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Røfsdalselva,Røfsdalskraft As,Street data not available,11,Vanylven,Norway,3.21,Hydro,Reservoir,No,2019,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Røldal,Norsk Hydro Rjukan Næringspark,Street data not available,18,Ullensvang,Norway,166,Hydro,Reservoir,No,1966,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Røneid,Småkraft Green Bond 1 As,Street data not available,44,Luster,Norway,4.3,Hydro,Reservoir,No,2016,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Rønnestad,Jostein Rønnestad,Street data not available,77,Volda,Norway,0.018,Hydro,Reservoir,No,2006,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Rørheim,Arne Rørheim,Street data not available,3,Stavanger,Norway,0.099,Hydro,Reservoir,No,2004,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Rørtveit,Haugsland Johan,Street data not available,34,Suldal,Norway,0.07,Hydro,Reservoir,No,2003,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Rørvikbekken,Company name is not available,Street data not available,54,Indre Fosen,Norway,0.011,Hydro,Reservoir,No,1997,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Røssåga Mikrokraftverk,Company name is not available,Street data not available,32,Hemnes,Norway,0.003,Hydro,Reservoir,No,2004,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Røstad,Nordic Power As,Street data not available,54,Indre Fosen,Norway,2.8,Hydro,Reservoir,No,2010,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Røstefoss,Ren Røros Strøm As,Street data not available,30,Os,Norway,3,Hydro,Reservoir,No,1913,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Røylandsfoss,Sørkraft As,Street data not available,27,Kvinesdal,Norway,1.33,Hydro,Reservoir,No,2004,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Røyrvatn,Ise Produksjon Røyrvatn As,Street data not available,45,Sørfold,Norway,2.7,Hydro,Reservoir,No,2006,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Røyrvikfoss,Nte Energi As,Street data not available,43,Raarvikhe %u2013 Røyrvik,Norway,16.6,Hydro,Reservoir,No,1965,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Råfossen,Midt Energi As,Street data not available,27,Midtre Gauldal,Norway,0.346,Hydro,Reservoir,No,2008,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Rånåsfoss,Glomma Kraftproduksjon As,Street data not available,34,Nes,Norway,128.4,Hydro,Reservoir,No,1921,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Råssåfoss,Råssåfoss Kraft As,Street data not available,66,Surnadal,Norway,4.945,Hydro,Reservoir,No,2010,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Sagabekken 1,Reinstaul Kraft As,Street data not available,20,Seljord,Norway,0.4,Hydro,Reservoir,No,2006,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Sagabekken 2,Reinstaul Kraft As,Street data not available,20,Seljord,Norway,0.325,Hydro,Reservoir,No,2009,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Sagabekken 3,Reinstaul Kraft As,Street data not available,20,Seljord,Norway,0.15,Hydro,Reservoir,No,2009,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Sagbergfossen,Chr Salvesen & Chr Thams'S Communications Aktieselskab,Street data not available,28,Melhus,Norway,1.2,Hydro,Reservoir,No,1916,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Sage,Luster Energiverk As,Street data not available,44,Luster,Norway,8.9,Hydro,Reservoir,No,2001,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Sagefoss,E-Co Energi As,Street data not available,27,Kvinesdal,Norway,2.9,Hydro,Reservoir,No,1901,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Sagefossen,Sfe Produksjon As,Street data not available,50,Gloppen,Norway,10.1,Hydro,Reservoir,No,1986,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Sagelva,Per Stueflotten,Street data not available,32,Lesja,Norway,0.63,Hydro,Reservoir,No,2006,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Sagelva 1,Sagelva Minikraftverk As,Street data not available,33,Rana,Norway,0.555,Hydro,Reservoir,No,2001,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Sagelva 2,Sagelva Minikraftverk As,Street data not available,33,Rana,Norway,0.435,Hydro,Reservoir,No,2002,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Sagelvi,Småkraft As,Street data not available,40,Sogndal,Norway,2.3,Hydro,Reservoir,No,2012,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Sagevikelv,Sagevikelv Kraft As,Street data not available,46,Fjaler,Norway,4.45,Hydro,Reservoir,No,2004,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Sagfossen,Nord-Salten Kraft As,Street data not available,75,Hamarøy,Norway,11.3,Hydro,Reservoir,No,1979,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Sagnfossen,E-Co Energi As,Street data not available,21,Trysil,Norway,6.2,Hydro,Reservoir,No,1943,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Sajå,Sajå Kraft As,Street data not available,46,Tysvær,Norway,0.112,Hydro,Reservoir,No,2001,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Sakrisåga,Storforshei Naturkraft As,Street data not available,33,Rana,Norway,0.96,Hydro,Reservoir,No,2004,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Saksenvik,Saksenvik Kraft As,Street data not available,40,Saltdal,Norway,2.5,Hydro,Reservoir,No,2012,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Salen Mikrokraftverk,Company name is not available,Street data not available,34,Lurøy,Norway,0.0075,Hydro,Reservoir,No,2005,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Salsbruket,Albert Collett,Street data not available,60,Nærøysund,Norway,1.5,Hydro,Reservoir,No,1988,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Saltdalelva,Nordic Power As,Street data not available,1,Tromsø,Norway,5,Hydro,Reservoir,No,2012,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Saltåno,Saltåno Kraft As,Street data not available,11,Etne,Norway,0.25,Hydro,Reservoir,No,2011,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Sama,Trønderenergi Kraft As,Street data not available,28,Melhus,Norway,7.9,Hydro,Reservoir,No,1979,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Sand,Sunnhordland Kraftlag As,Street data not available,34,Suldal,Norway,3.5,Hydro,Reservoir,No,1916,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Sandal Og Fossheim,Sandal & Fossheim Kraft As,Street data not available,50,Gloppen,Norway,2.7,Hydro,Reservoir,No,2004,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Sanddal,Sanddal Kraft As,Street data not available,47,Sunnfjord,Norway,2.5,Hydro,Reservoir,No,2007,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Sandneselva,Company name is not available,Street data not available,39,Rauma,Norway,0.012,Hydro,Reservoir,No,2001,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Sandvik,Sandvik Kraftverk As,Street data not available,60,Vindafjord,Norway,0.99,Hydro,Reservoir,No,2018,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Sarp,E-Co Energi As,Street data not available,3,Sarpsborg,Norway,80,Hydro,Reservoir,No,1978,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Saupstadfossen,Lofotkraft Produksjon As,Street data not available,60,Vestvågøy,Norway,0.45,Hydro,Reservoir,No,1987,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Saurdal,Statkraft Energi As,Street data not available,34,Suldal,Norway,640,Hydro,Pumped storage,No,1985,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Savalen,E-Co Energi As,Street data not available,28,Alvdal,Norway,62,Hydro,Reservoir,No,1971,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Scheldefoss,Småkraft As,Street data not available,49,Flatanger,Norway,1.3999,Hydro,Reservoir,No,1994,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Seimsdal,Seimsdal Kraft As,Street data not available,43,Årdal,Norway,6.5,Hydro,Reservoir,No,2011,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Sekkelva,Sekkelva Kraftverk As,Street data not available,22,Kvam,Norway,0.74,Hydro,Reservoir,No,2015,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Selland,Sveinung Medås Selland,Street data not available,21,Voss,Norway,0.02,Hydro,Reservoir,No,2006,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Selselva,Selselva Kraft As,Street data not available,47,Sunnfjord,Norway,5.36,Hydro,Reservoir,No,2016,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Sesselva,Sesskraft As,Street data not available,35,Vestnes,Norway,5,Hydro,Reservoir,No,2016,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Seterkraft,Seterkraft As,Street data not available,63,Sunndal,Norway,4.74,Hydro,Reservoir,No,2014,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Seteråa,Seteråa Kraft As,Street data not available,33,Tydal,Norway,1,Hydro,Reservoir,No,2006,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Setredalen,Setredalen Kraft As,Street data not available,48,Bremanger,Norway,4.7,Hydro,Reservoir,No,2019,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Sevre,Sevre Kraftverk As,Street data not available,40,Nesbyen,Norway,4.8,Hydro,Reservoir,No,2008,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Sigdestad,Sigdestad Kraftverk As,Street data not available,48,Bremanger,Norway,8.99,Hydro,Reservoir,No,2018,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Sikkajokk,Ymber Produksjon As,Street data not available,28,Nordreisa,Norway,1.9,Hydro,Reservoir,No,1950,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Sikkilsdalseter,Company name is not available,Street data not available,36,Nord-Fron,Norway,0.085,Hydro,Reservoir,No,1997,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Sildhopen,Nordlaks Smolt As,Street data not available,45,Sørfold,Norway,0.5,Hydro,Reservoir,No,2010,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Sildvik,Nordkraft Magasin As,Street data not available,6,Narvik,Norway,65,Hydro,Reservoir,No,1982,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Simavik,Tromsø Kommune,Street data not available,1,Tromsø,Norway,1.25,Hydro,Reservoir,No,2015,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Simsfossen,Trønderenergi Kraft As,Street data not available,29,Skaun,Norway,0.35,Hydro,Reservoir,No,1921,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Sireåne,Sireåne Kraft Da,Street data not available,43,Ål,Norway,0.08,Hydro,Reservoir,No,2004,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Sirkelvann,Nordkraft Magasin As,Street data not available,6,Narvik,Norway,0.7,Hydro,Reservoir,No,1999,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Siso,Siso Energi As,Street data not available,45,Sørfold,Norway,180,Hydro,Reservoir,No,1968,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Sjona,Helgeland Kraft Vannkraft As,Street data not available,33,Rana,Norway,52,Hydro,Reservoir,No,1973,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Sjøfossen,Sks Produksjon As,Street data not available,38,Gildeskål,Norway,3.6,Hydro,Reservoir,No,1950,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Sjølingstad Uldvarefabrikk,As Sjølingstad Uldvarefabrik,Street data not available,5,Lindesnes,Norway,0.065,Hydro,Reservoir,No,2000,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Sjølset,Sjølsetkraft As,Street data not available,63,Sunndal,Norway,0.55,Hydro,Reservoir,No,2009,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Sjønstå,Sks Produksjon As,Street data not available,41,Fauske %u2013 Fuossko,Norway,66,Hydro,Reservoir,No,1983,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Skagen,Norsk Hydro Rjukan Næringspark,Street data not available,44,Luster,Norway,270,Hydro,Reservoir,No,1959,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Skakadalen,Company name is not available,Street data not available,54,Vang,Norway,0,Hydro,Reservoir,No,1995,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Skar,Neas As,Street data not available,60,Tingvoll,Norway,2.9,Hydro,Reservoir,No,1920,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Skarelva,Småkraft As,Street data not available,6,Narvik,Norway,5,Hydro,Reservoir,No,2012,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Skarg,Otra Kraft Da,Street data not available,22,Bykle,Norway,24,Hydro,Reservoir,No,2014,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Skarje,Otteraaens Brugseierforening,Street data not available,22,Bykle,Norway,9,Hydro,Pumped storage,No,1987,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Skarsfjord,Troms Kraft Produksjon As,Street data not available,1,Tromsø,Norway,4,Hydro,Reservoir,No,1922,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Skauma,Kvikne-Rennebu Kraftlag As,Street data not available,22,Rennebu,Norway,0.9,Hydro,Reservoir,No,1999,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Skibeli,Company name is not available,Street data not available,28,Sirdal,Norway,0.03,Hydro,Reservoir,No,2003,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Skibotn,Troms Kraft Produksjon As,Street data not available,25,Storfjord-Omasvuotna-Omasvuono,Norway,70,Hydro,Reservoir,No,1979,Standard Utility,,,Renewable energy,Hydro,www.nve.no
Skinvik,Skinvik Kraftverk As,Street data not available,77,Volda,Norway,1.2,Hydro,Reservoir,No,2008,Standard Utility,,,Renewable energy,Hydro,www.nve.no
